red,green,blue,mask_size,irrigation,canopy_cover,canopy_height,canopy_volume,exgreeness,yield
0.3292857142857143,0.46267857142857144,0.45125,0.22767857142857142,0.0,0.10425926216946428,0.23441990435714286,0.021936832785714285,0.014248433660714285,21.2
0.34089285714285716,0.47500000000000003,0.46517857142857144,0.21589285714285714,0.0,0.09866194140553572,0.2298817226607143,0.019588989267857144,0.011564740517857141,21.6
0.34660714285714284,0.485,0.4680357142857143,0.19964285714285715,0.0,0.10291654673357142,0.22320000789285713,0.01584809726785714,0.016325939982142858,16.9
0.34982142857142856,0.49107142857142855,0.47035714285714286,0.22017857142857142,0.0,0.11724010187625,0.24214521139285713,0.02173309423214286,0.018543816839285715,21.3
0.35321428571428576,0.49392857142857144,0.4783928571428571,0.22535714285714284,0.0,0.11356463287142857,0.24310624258928573,0.02107447205357143,0.017271307785714285,20.9
0.35446428571428573,0.4942857142857143,0.47482142857142856,0.23035714285714287,0.0,0.12189120221750001,0.24819875444642855,0.025358033142857145,0.018385565964285717,22.6
0.3560714285714286,0.4955357142857143,0.47696428571428573,0.20482142857142857,0.0,0.10823845500160714,0.22666222701785713,0.019100784303571428,0.018859434357142855,18.9
0.3516071428571429,0.48875,0.46875,0.22517857142857142,0.0,0.11859300584839286,0.23659804205357143,0.02286108958928571,0.018836412464285714,22.9
0.3314285714285714,0.4541071428571429,0.41250000000000003,0.27,0.2,0.1888573315864286,0.2629490989464286,0.04114116769642857,0.034193120714285714,37.5
0.32446428571428576,0.44553571428571426,0.3992857142857143,0.27714285714285714,0.2,0.2069372206125,0.2724431719464286,0.04603674014285714,0.038399481,42.0
0.32,0.4439285714285714,0.39142857142857146,0.27839285714285716,0.2,0.21677439035357143,0.2729884555892857,0.048159330964285714,0.04308499641071428,42.8
0.3198214285714286,0.44125000000000003,0.3892857142857143,0.2785714285714286,0.2,0.21570421147857144,0.26949588228571425,0.04211278085714286,0.04092501453571429,38.9
0.31607142857142856,0.43910714285714286,0.3807142857142857,0.29660714285714285,0.2,0.24222652126250002,0.2841041564821429,0.05188326516071429,0.04804577444642857,43.8
0.31428571428571433,0.4380357142857143,0.37678571428571433,0.2914285714285714,0.2,0.23922718538392856,0.28596289501785715,0.05241144123214286,0.04835499910714286,43.0
0.3198214285714286,0.4448214285714286,0.38303571428571426,0.2832142857142857,0.2,0.23752421463392856,0.28398056025,0.05373056205357143,0.04874126126785715,41.2
0.3203571428571429,0.4492857142857143,0.3921428571428572,0.29964285714285716,0.2,0.23921274732321426,0.29774562296428575,0.058774745375,0.050597913125,40.3
0.30410714285714285,0.48464285714285715,0.4116071428571429,0.36375,0.3,0.3083786505392857,0.3833125523392857,0.102359236375,0.08421895842857142,38.9
0.3092857142857143,0.4928571428571429,0.42625,0.37785714285714284,0.3,0.3089666782214286,0.3943098340535714,0.1131428924642857,0.08221571394642857,39.1
0.31124999999999997,0.49392857142857144,0.43000000000000005,0.3469642857142857,0.3,0.2756050406589286,0.3666220529107143,0.09426384083928571,0.07338780767857143,30.8
0.30375,0.4935714285714286,0.4166071428571429,0.3885714285714286,0.3,0.33178036550357143,0.41578004019642856,0.12271383783928572,0.09248528858928572,38.5
0.31160714285714286,0.4975,0.4276785714285714,0.38321428571428573,0.3,0.3128229998839286,0.41012889316071427,0.12313836167857142,0.08545195544642857,34.9
0.3053571428571429,0.4878571428571429,0.41375,0.4114285714285714,0.3,0.3464947374017857,0.43474055692857144,0.14416793942857145,0.09414865060714285,40.2
0.3071428571428571,0.48964285714285716,0.4160714285714286,0.3866071428571428,0.3,0.32826416219642857,0.41441110885714283,0.12660612696428572,0.08688949880357143,35.9
0.28946428571428573,0.46321428571428575,0.39553571428571427,0.39749999999999996,0.3,0.33698173065,0.41074044360714285,0.12892570173214285,0.09012107248214285,42.5
0.27142857142857146,0.41714285714285715,0.3444642857142857,0.3880357142857143,0.1,0.3439875299857143,0.3949198041428571,0.12060499398214286,0.09009171617857144,48.0
0.265,0.4048214285714286,0.3242857142857143,0.37392857142857144,0.1,0.3456851378285714,0.3908275604285714,0.11590887791071428,0.09193497873214286,48.8
0.26321428571428573,0.4032142857142857,0.32375,0.34928571428571425,0.1,0.3245159899946429,0.37498201641071427,0.10459607673214286,0.08691014430357143,48.6
0.26267857142857143,0.40375,0.3189285714285714,0.36160714285714285,0.1,0.342776087775,0.38548638473214286,0.11280410775000001,0.09359997760714286,52.9
0.26517857142857143,0.4107142857142857,0.3339285714285714,0.3533928571428571,0.1,0.3226996810428572,0.3715008327678571,0.10684960967857142,0.08737257339285713,52.7
0.26285714285714284,0.4023214285714286,0.3228571428571429,0.3626785714285714,0.1,0.3341868261285715,0.38810332153571425,0.11596839776785714,0.08729643585714286,57.0
0.2625,0.4014285714285714,0.325,0.34500000000000003,0.1,0.3170564792428571,0.3699502671964286,0.10600519496428572,0.080287224,51.7
0.26142857142857145,0.39517857142857143,0.3085714285714286,0.3508928571428571,0.1,0.3337682207339286,0.3858099800357143,0.114939587875,0.08344857978571428,56.8
0.26160714285714287,0.39785714285714285,0.3125,0.3469642857142857,0.1,0.3300059480892857,0.37954957148214286,0.11203477151785714,0.08237936083928572,58.0
0.26339285714285715,0.3964285714285714,0.3151785714285714,0.34125,0.1,0.31906629077142856,0.37424185621428574,0.10789583903571429,0.07678224342857143,53.5
0.26107142857142857,0.3983928571428571,0.31803571428571425,0.3451785714285714,0.1,0.3194869840232143,0.37533476696428575,0.11060241051785714,0.08017749533928573,53.2
0.26267857142857143,0.4069642857142857,0.3282142857142857,0.34125,0.1,0.3128200545535714,0.3729850769285714,0.103705734875,0.08155555882142858,54.1
0.2564285714285714,0.39678571428571424,0.3164285714285714,0.35714285714285715,0.1,0.3334762460232143,0.38680812282142857,0.12046996228571429,0.08591972173214286,56.6
0.2575,0.3983928571428571,0.3176785714285714,0.36232142857142857,0.1,0.3366149278321428,0.39313109275,0.12253831207142858,0.08981266921428573,57.6
0.26285714285714284,0.4060714285714285,0.3339285714285714,0.3341071428571429,0.1,0.3023432697607143,0.36499693732142857,0.10378572460714286,0.07742886378571427,49.3
0.2755357142857143,0.41910714285714284,0.3555357142857143,0.32875,0.1,0.280705012275,0.345698165875,0.09200719666071429,0.06796543248214286,46.4
0.33375000000000005,0.4766071428571429,0.45339285714285715,0.24125,0.0,0.1334809522275,0.260894611875,0.04976115317857143,0.026382373446428572,26.1
0.36214285714285716,0.5026785714285714,0.4805357142857143,0.22964285714285712,0.0,0.12430380782107144,0.2641095843035714,0.046597629875,0.020583664732142855,18.1
0.3692857142857143,0.5142857142857143,0.49392857142857144,0.20642857142857143,0.0,0.10965831432892857,0.25374085569642857,0.041377048303571425,0.01751161032142857,17.2
0.3680357142857143,0.5182142857142857,0.4957142857142857,0.2155357142857143,0.0,0.11821770281839286,0.2618602751785714,0.044961642749999996,0.023081133964285714,18.5
0.3717857142857143,0.5205357142857143,0.5023214285714286,0.20839285714285713,0.0,0.1060548685275,0.2571132115357143,0.043573610500000005,0.016578903928571427,19.1
0.3682142857142857,0.5167857142857143,0.4921428571428571,0.2282142857142857,0.0,0.12541741492839284,0.27382866996428573,0.05153607160714286,0.021707071267857144,17.3
0.3648214285714286,0.5108928571428571,0.4858928571428572,0.2275,0.0,0.12961362367017856,0.27776358469642853,0.056252885732142856,0.021998353892857144,19.3
0.3525,0.5005357142857143,0.46785714285714286,0.24160714285714285,0.0,0.14804630028464286,0.273310252625,0.05447716480357143,0.0246022305,17.8
0.3046428571428571,0.46035714285714285,0.39285714285714285,0.29464285714285715,0.3,0.2503694800875,0.317195619875,0.07975443848214285,0.05483594930357143,39.0
0.30624999999999997,0.4589285714285714,0.39125,0.28160714285714283,0.3,0.24063950200714285,0.31044115341071427,0.07780747901785715,0.050056468285714285,35.3
0.30196428571428574,0.45589285714285716,0.39232142857142854,0.2871428571428571,0.3,0.2392183103232143,0.3125361850892857,0.07954099594642858,0.05115339742857143,38.5
0.29982142857142857,0.45785714285714285,0.3921428571428572,0.29196428571428573,0.3,0.24985959485714287,0.3238060543035714,0.08392850301785715,0.058239609625,37.5
0.2989285714285714,0.4542857142857143,0.3866071428571428,0.29875,0.3,0.2552900058410714,0.3248514448214285,0.08941181916071428,0.0571058625,41.0
0.30250000000000005,0.4616071428571428,0.395,0.2980357142857143,0.3,0.25153797853035714,0.32807769775,0.09066057353571429,0.058884317750000005,39.6
0.30214285714285716,0.4616071428571429,0.3985714285714286,0.2839285714285714,0.3,0.23688029838839286,0.32017222817857144,0.08841955158928572,0.05380163914285714,36.1
0.30892857142857144,0.47250000000000003,0.41000000000000003,0.27964285714285714,0.3,0.22889364022839284,0.314526639625,0.08161274873214286,0.050149687517857144,36.5
0.33285714285714285,0.47250000000000003,0.4382142857142857,0.26964285714285713,0.2,0.1720012299069643,0.292103467625,0.07229734941071429,0.02921266842857143,30.2
0.33339285714285716,0.47107142857142853,0.43982142857142853,0.2667857142857143,0.2,0.16114158872517859,0.290317262875,0.07253523671428572,0.025474706803571428,27.4
0.33482142857142855,0.4657142857142857,0.43642857142857144,0.27053571428571427,0.2,0.16572874072250002,0.30817811148214286,0.08108044316071428,0.024811631928571425,29.2
0.33553571428571427,0.46125,0.4335714285714286,0.27285714285714285,0.2,0.1544519376967857,0.3066864558392857,0.07696705826785714,0.024508184714285713,29.4
0.33571428571428574,0.46053571428571427,0.42839285714285713,0.2716071428571429,0.2,0.17137432501785715,0.30541834149999997,0.082712683875,0.024381224089285714,28.2
0.33535714285714285,0.45964285714285713,0.4303571428571429,0.2673214285714286,0.2,0.1602654819714286,0.3012640816428571,0.08077177046428571,0.024547471178571426,26.2
0.33428571428571424,0.4566071428571429,0.42803571428571424,0.27071428571428574,0.2,0.15471140749285714,0.3053714208392857,0.0867687104107143,0.023564308589285713,26.9
0.3317857142857143,0.4539285714285714,0.42,0.27982142857142855,0.2,0.17920960716910714,0.3170937674107143,0.08664058237500001,0.02700205376785714,28.3
0.31124999999999997,0.4473214285714286,0.3846428571428571,0.30410714285714285,0.3,0.2670577510517857,0.3507624489642857,0.10870362653571429,0.05211707266071429,38.1
0.3082142857142857,0.44803571428571426,0.37392857142857144,0.3123214285714286,0.3,0.28157875554821427,0.35762111123214285,0.11441985983928571,0.05648042021428572,39.5
0.30589285714285713,0.44571428571428573,0.37035714285714283,0.31017857142857147,0.3,0.27541261060714284,0.3503089360178571,0.11429461121428572,0.055730285625,39.7
0.30500000000000005,0.4492857142857143,0.37196428571428575,0.3192857142857143,0.3,0.2860566442071429,0.369605364125,0.12187058376785713,0.06310568473214286,37.4
0.3073214285714286,0.4525,0.37607142857142856,0.32249999999999995,0.3,0.28727359932857144,0.3712652478571429,0.124605105125,0.06042083496428572,43.1
0.3046428571428571,0.4517857142857143,0.37267857142857147,0.33107142857142857,0.3,0.29960095653214286,0.38893917630357144,0.13308347607142856,0.06855047466071429,44.7
0.3051785714285714,0.44875,0.3725,0.3280357142857143,0.3,0.29782421110357143,0.3819895608214286,0.1343665410357143,0.064148854125,39.2
0.31160714285714286,0.45375,0.3803571428571429,0.3255357142857143,0.3,0.28497856548035716,0.38507526942857145,0.12728842180357142,0.05841298382142857,39.7
0.33089285714285716,0.4639285714285714,0.41821428571428576,0.3075,0.2,0.20309871350892858,0.36142093123214286,0.11520746096428572,0.03427061926785714,33.7
0.33749999999999997,0.46499999999999997,0.43,0.29982142857142857,0.2,0.1771842764889286,0.35443480355357143,0.11080889801785714,0.028999160875000003,32.7
0.34267857142857144,0.4735714285714286,0.44839285714285715,0.2791071428571429,0.2,0.1660165658405357,0.34238640917857144,0.10506115653571428,0.030773081267857143,37.1
0.3383928571428571,0.4735714285714286,0.4433928571428572,0.2832142857142857,0.2,0.17293561139803573,0.34155376980357144,0.10384641567857143,0.03541213073214285,31.5
0.34125,0.47482142857142856,0.4442857142857143,0.29464285714285715,0.2,0.17801637870125,0.3462444850714285,0.11276734273214285,0.03324977246428572,34.8
0.3439285714285715,0.47982142857142857,0.4473214285714286,0.28875,0.2,0.17251080219607143,0.3362214224285714,0.10747651755357143,0.034411434660714287,32.5
0.34214285714285714,0.4810714285714286,0.45142857142857146,0.27767857142857144,0.2,0.1661238696764286,0.3413837977321429,0.11199156042857142,0.03349645717857143,31.4
0.3314285714285714,0.47000000000000003,0.4367857142857143,0.29035714285714287,0.2,0.1872235314767857,0.3500083923571428,0.11413672755357143,0.03827520730357143,33.2
0.2882142857142857,0.4225,0.35767857142857146,0.37857142857142856,0.1,0.3597436233142857,0.47101996292857146,0.19191573578571428,0.08277216126785714,63.8
0.2775,0.4064285714285715,0.3266071428571428,0.41375,0.1,0.3863638155321429,0.5059813908571429,0.20951195653571428,0.089794254125,68.3
0.2716071428571429,0.40249999999999997,0.3157142857142857,0.41482142857142856,0.1,0.3922232804535714,0.5085909161785714,0.21713546642857143,0.09437540508928573,74.9
0.26785714285714285,0.40285714285714286,0.315,0.42232142857142857,0.1,0.3985926661910714,0.5200678688571428,0.22773388485714285,0.10006899705357143,68.7
0.26892857142857146,0.40446428571428567,0.3164285714285714,0.4317857142857143,0.1,0.40563752277142856,0.5254961286607143,0.2330837129107143,0.10155357926785714,75.5
0.27053571428571427,0.40482142857142855,0.32125000000000004,0.4194642857142857,0.1,0.3892611636732143,0.5149513244464285,0.2227684227857143,0.09585559341071428,74.2
0.27053571428571427,0.40625,0.3260714285714286,0.40732142857142856,0.1,0.3760146967,0.50008561275,0.21840028598214284,0.09288581801785714,71.9
0.28125,0.4139285714285714,0.33625,0.4064285714285715,0.1,0.3628133653464286,0.4820454188392857,0.20183671716071427,0.08201172498214285,65.9
0.3405357142857143,0.47160714285714284,0.4608928571428571,0.28625,0.0,0.10940119329214285,0.35294876098214284,0.12269740394642857,0.01630168317857143,26.4
0.36446428571428574,0.5033928571428572,0.48375,0.2814285714285714,0.0,0.15156315351642857,0.3687826428928571,0.124912178125,0.02072306875,20.8
0.3676785714285714,0.5053571428571428,0.4825,0.2782142857142857,0.0,0.15274543038571428,0.36819289075,0.1262688477857143,0.020398170285714286,19.5
0.3678571428571429,0.5058928571428571,0.48375,0.2748214285714286,0.0,0.14262403622214287,0.36806918560714286,0.12261146975000001,0.021701243000000002,19.0
0.37142857142857144,0.5089285714285714,0.48892857142857143,0.26625,0.0,0.14517605336642858,0.3595397949107143,0.12675123092857143,0.01882613492857143,18.1
0.37214285714285716,0.51125,0.49178571428571427,0.2573214285714286,0.0,0.13235473798857142,0.3513490949464286,0.11983643639285714,0.020097497714285713,15.8
0.37410714285714286,0.5153571428571428,0.4955357142857143,0.25375000000000003,0.0,0.14091007621107143,0.35079422,0.12702232442857142,0.018461155410714285,18.6
0.3676785714285714,0.5071428571428572,0.4853571428571429,0.26357142857142857,0.0,0.14326767305696428,0.3526706695714286,0.125125466375,0.02026035075,20.2
